Date (yyyy-mm-dd),Timestamp (hh:mm:ss.nnn),G1 (W/m2),G2 (W/m2)
2015-03-24,05:44:00.000,0,0
2015-03-24,05:45:00.000,0,0
2015-03-24,05:46:00.000,0,0
2015-03-24,05:47:00.000,0,0
2015-03-24,05:48:00.000,0,0
2015-03-24,05:49:00.000,0,0
2015-03-24,05:50:00.000,0,0
2015-03-24,05:51:00.000,0,0
2015-03-24,05:52:00.000,0,0
2015-03-24,05:53:00.000,0,0
2015-03-24,05:54:00.000,0,0
2015-03-24,05:55:00.000,0,0
2015-03-24,05:56:00.000,0,0
2015-03-24,05:57:00.000,0,0
2015-03-24,05:58:00.000,0,0
2015-03-24,05:59:00.000,0,0
2015-03-24,06:00:00.000,0,1
2015-03-24,06:01:00.000,1,1
2015-03-24,06:02:00.000,1,1
2015-03-24,06:03:00.000,1,2
2015-03-24,06:04:00.000,2,2
2015-03-24,06:05:00.000,2,3
2015-03-24,06:06:00.000,3,3
2015-03-24,06:07:00.000,3,4
2015-03-24,06:08:00.000,4,4
2015-03-24,06:09:00.000,4,5
2015-03-24,06:10:00.000,5,5
2015-03-24,06:11:00.000,5,6
2015-03-24,06:12:00.000,5,7
2015-03-24,06:13:00.000,6,7
2015-03-24,06:14:00.000,7,8
2015-03-24,06:15:00.000,7,9
2015-03-24,06:16:00.000,8,9
2015-03-24,06:17:00.000,9,9
2015-03-24,06:18:00.000,9,10
2015-03-24,06:19:00.000,10,11
2015-03-24,06:20:00.000,11,11
2015-03-24,06:21:00.000,11,12
2015-03-24,06:22:00.000,12,13
2015-03-24,06:23:00.000,13,15
2015-03-24,06:23:41.950,17,20
2015-03-24,06:24:00.000,18,22
2015-03-24,06:24:42.680,22,27
2015-03-24,06:25:00.000,22,27
2015-03-24,06:26:00.000,25,31
2015-03-24,06:27:00.000,27,34
2015-03-24,06:28:00.000,28,37
2015-03-24,06:29:00.000,30,39
2015-03-24,06:30:00.000,33,43
2015-03-24,06:30:52.740,35,48
2015-03-24,06:31:00.000,36,48
2015-03-24,06:32:00.000,39,52
2015-03-24,06:32:56.040,41,57
2015-03-24,06:33:00.000,42,56
2015-03-24,06:34:00.000,44,60
2015-03-24,06:35:00.000,47,64
2015-03-24,06:36:00.000,50,68
2015-03-24,06:37:00.000,52,71
2015-03-24,06:37:48.700,55,76
2015-03-24,06:38:00.000,55,76
2015-03-24,06:39:00.000,58,80
2015-03-24,06:39:58.300,61,85
2015-03-24,06:40:00.000,61,85
2015-03-24,06:41:00.000,64,89
2015-03-24,06:41:59.070,67,94
2015-03-24,06:42:00.000,67,93
2015-03-24,06:42:46.540,69,98
2015-03-24,06:43:00.000,70,98
2015-03-24,06:43:57.520,73,103
2015-03-24,06:44:00.000,73,102
2015-03-24,06:44:45.260,76,107
2015-03-24,06:45:00.000,77,107
2015-03-24,06:45:54.880,80,112
2015-03-24,06:46:00.000,81,111
2015-03-24,06:46:46.410,83,116
2015-03-24,06:47:00.000,84,117
2015-03-24,06:48:00.000,88,120
2015-03-24,06:48:59.900,91,125
2015-03-24,06:49:00.000,91,124
2015-03-24,06:49:57.910,95,129
2015-03-24,06:50:00.000,95,128
2015-03-24,06:51:00.000,99,132
2015-03-24,06:52:00.000,103,136
2015-03-24,06:53:00.000,107,140
2015-03-24,06:54:00.000,110,144
2015-03-24,06:54:55.110,115,147
2015-03-24,06:55:00.000,114,147
2015-03-24,06:56:00.000,118,151
2015-03-24,06:57:00.000,122,155
2015-03-24,06:57:58.730,127,158
